Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
ur3_link_2,0.00100159330076943,1.34292318876295E-06,0.0648250634095221,0,0,0,0.767759568503477,0.00190685857406092,5.75096352796181E-08,1.39421732619422E-06,0.00187057835883259,2.73861192133087E-09,0.00150396554186208,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_2.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_2.STL,,ur3_assembly-1/shoulder - base  1-2,ur3_axes_2,ur3_axis_2,ur3_joint_2,revolute,-0.04717,-0.016582,0.06,0.33805,-1.5708,0,ur3_link_1,0,0,1,100,0,-3.14,3.14,,,,,,,,
ur3_link_3,-2.96867680622537E-05,8.44469926180418E-05,0.0628250729501241,0,0,0,0.224135525561565,0.000556303166609516,1.91465210863904E-10,1.42442205069034E-07,0.000556302689275796,-4.05191155021475E-07,0.000254857758078425,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_3.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_3.STL,,ur3_assembly-1/Upper arm-1,ur3_axes_3,ur3_axis_3,ur3_joint_3,fixed,0.05,7.124E-05,0.063,-1.5708,1.2327,-1.5708,ur3_link_2,0,0,0,,,,,,,,,,,,
ur3_link_4,-0.00874125929383562,-0.000374178557858408,0.04123643100441,0,0,0,0.553968973485341,0.000760067484811771,-1.0506371260224E-05,8.44783647592584E-06,0.000973043200379829,4.15602899092072E-07,0.00097333211634733,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_4.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_4.STL,,ur3_assembly-1/size 1 shoulder-1,ur3_axes_4,ur3_axis_4,ur3_joint_4,fixed,-6.1901E-05,0.00017608,0.131,0,0,0,ur3_link_3,0,0,0,,,,,,,,,,,,
ur3_link_5,-0.0102046788191669,-0.000174922839074564,0.0324859218694459,0,0,0,0.127554070021426,0.000153399335619954,2.36558103899377E-09,2.29256993924366E-05,0.000153371570490627,3.94076433052358E-07,0.000162700622803482,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_5.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_5.STL,,ur3_assembly-1/elbow-1,ur3_axes_5,ur3_axis_5,ur3_joint_5,revolute,0.045924,0.0023213,0.043017,-0.049231,1.5704,0,ur3_link_4,0,0,1,100,0,-3.14,3.14,,,,,,,,
ur3_link_6,2.39094535587903E-05,-0.000934181849302308,0.0544386476912899,0,0,0,0.159955499009552,0.000293152251162613,1.26267672923653E-09,-7.35814056570521E-08,0.000293102948613794,2.87494707656083E-06,0.000125617203292675,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_6.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_6.STL,,ur3_assembly-1/Arm 2-1,ur3_axes_6,ur3_axis_6,ur3_joint_6,fixed,-0.044995,-0.00077286,0.04,1.5626,-1.5216,-1.5625,ur3_link_5,0,0,0,,,,,,,,,,,,
ur3_link_7,0.00347139224104931,0.00257335997006167,0.0362108559054254,0,0,0,0.398536509789194,0.00044858472584666,-4.76901846000244E-05,-2.63688400460965E-06,0.000456174253311962,-2.48098597384872E-06,0.00050265730814257,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_7.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_7.STL,,ur3_assembly-1/size 0 shoulder 1-1,ur3_axes_7,ur3_axis_7,ur3_joint_7,fixed,5.0281E-05,-0.0019646,0.11448,0,0,0,ur3_link_6,0,0,0,,,,,,,,,,,,
ur3_link_8,1.68480162210383E-06,0.00470541958465592,0.0391624560674754,0,0,0,0.39853628229664,0.000500200464430663,-6.102190891016E-08,-1.90465808176435E-09,0.000404466154221167,-2.50429271391386E-06,0.000502727269393051,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_8.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_8.STL,,ur3_assembly-1/size 0 shoulder 1-2,ur3_axes_8,ur3_axis_8,ur3_joint_8,revolute,-0.02899,-0.027452,0.037047,-1.5821,-0.012251,2.317,ur3_link_7,0,0,-1,100,0,-3.14,3.14,,,,,,,,
ur3_link_9,-0.00697105050859625,0.00885244297474412,0.0397055176266696,0,0,0,0.557684430697762,0.000766703957093152,0.000193257153337076,7.10446354592993E-06,0.000644969048783199,-9.72806772950938E-06,0.000910512996826322,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_9.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ur3_link_9.STL,,ur3_assembly-1/size 0 shoulder 3-1,ur3_axes_9,ur3_axis_9,ur3_joint_9,revolute,-2.5623E-05,-0.0395,0.0405,-1.5875,0.82469,3.1416,ur3_link_8,-0.00044032,0.017159,-0.99985,100,0,-3.14,3.14,,,,,,,,
ee_link,3.44169137633799E-15,1.11022302462516E-15,0.0286081605526319,0,0,0,0.228315898214592,0.000119645757103577,-5.94131375620769E-05,-8.470329472543E-20,0.000220836787212062,-5.62085769842033E-20,0.000224958898291664,0,0,0,0,0,0,package://vehicle_assembly/meshes/ee_link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ee_link.STL,,Tool holder-1,ur3_ee_axes,ur3_ee_axis,ee_joint,revolute,-0.032501,0.043655,0.041269,-0.93798,-1.547,0,ur3_link_9,0,0,1,100,0,-6.28,6.28,,,,,,,,
ee_left_finger,-0.0112888424736179,0.0169540799030595,0.0039870231113443,0,0,0,0.116532917792388,6.13768127393589E-05,1.47358333600649E-05,5.68523403742739E-06,4.90577175389812E-05,-8.53833440969669E-06,8.48753968585245E-05,0,0,0,0,0,0,package://vehicle_assembly/meshes/ee_left_finger.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ee_left_finger.STL,,end_effector-2,ee_left_finger_axes,ur3_ee_slider_axis,ee_left_joint,prismatic,-0.055186,-0.027692,0.052,1.5708,0.58744,2.0035,ee_link,0,0,1,100,0,-1,-0.2,,,,,,,,
ee_right_finger,0.0112888424736186,0.0169540799030595,0.00398702311134419,0,0,0,0.116532917792387,6.1376812739353E-05,-1.47358333600591E-05,-5.68523403742776E-06,4.90577175389789E-05,-8.53833440969617E-06,8.48753968585155E-05,0,0,0,0,0,0,package://vehicle_assembly/meshes/ee_right_finger.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://vehicle_assembly/meshes/ee_right_finger.STL,,end_effector-1,ee_right_finger_axes,ur3_ee_slider_axis,ee_right_finger_joint,prismatic,0.049587,0.022903,0.052,1.5708,-0.58744,-1.1381,ee_link,0,0,-1,100,0,0.2,1,,,,,,,,
